,Root,SearchRoot,Parents,Meanings,SearchMeanings,Lang,Clade_Count,Hellenic,Anatolian,Balto-Slavic,Germanic,Albanian,Italic,Celtic,Armenian,Tocharian,Indo-Iranic
189,"brazdaz, brazdą", brazdaz | brazdą ,['bʰers-'],"edge, brim"," edge, brim ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
190,bruzdaz, bruzdaz ,['bʰers-'],"point, spike, thorn"," point, spike, thorn ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
191,bʰrosdʰ(h₁)o-, bʰrosdʰ(h₁)o- | bʰrosdʰh₁o- | bʰrosdʰo- ,['bʰers-'],"top, tip, point"," top, tip, point ",ine-pro,2,0,0,0,1,0,0,1,0,0,0
192,bʰersdʰh₁eti, bʰersdʰh₁eti ,['bʰers-'],"top, tip, point"," top, tip, point ",ine-pro,2,0,0,0,1,0,0,1,0,0,0
193,bʰegʷ-, bʰegʷ- ,['none'],"to run, to flee"," to run, to flee ",ine-pro,3,1,0,1,0,0,0,0,0,0,1
194,bḗˀgtei, bḗˀgtei ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
195,φέβομαι, φέβομαι ,['bʰegʷ-'],to flee, to flee ,grc,1,1,0,0,0,0,0,0,0,0,0
196,pʰégʷomai, pʰégʷomai ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
197,अभिभजते, अभिभजते ,['bʰegʷ-'],to flee (towards), to flee towards to flee  ,sa,1,0,0,0,0,0,0,0,0,0,1
198,bʰáȷ́ati, bʰáȷ́ati ,"['bʰegʷ-', 'bʰeh₂g-']","to run, to flee"," to run, to flee ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
199,bʰáǰati, bʰáǰati ,"['bʰegʷ-', 'bʰeh₂g-']","to run, to flee"," to run, to flee ",iir-pro,2,0,0,0,0,0,0,0,1,0,1
200,bʰégʷeti, bʰégʷeti ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",ine-pro,3,1,0,1,0,0,0,0,0,0,1
201,bēˀgjā́ˀtei, bēˀgjā́ˀtei ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
202,bʰégʷyeh₂ti, bʰégʷyeh₂ti ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
203,φοβέω, φοβέω ,['bʰegʷ-'],to cause to flee, to cause to flee ,grc,1,1,0,0,0,0,0,0,0,0,0
204,pʰogʷéyō, pʰogʷéyō ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
205,भाजयति, भाजयति ,"['bʰegʷ-', 'bʰeh₂g-']",to cause to flee, to cause to flee ,sa,1,0,0,0,0,0,0,0,0,0,1
206,bʰāȷ́áyati, bʰāȷ́áyati ,"['bʰegʷ-', 'bʰeh₂g-']","to run, to flee"," to run, to flee ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
207,bʰāǰáyati, bʰāǰáyati ,"['bʰegʷ-', 'bʰeh₂g-']","to run, to flee"," to run, to flee ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
208,bʰogʷéyeti, bʰogʷéyeti ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",ine-pro,2,1,0,0,0,0,0,0,0,0,1
209,φόβος, φόβος ,['bʰegʷ-'],fear, fear ,grc,1,1,0,0,0,0,0,0,0,0,0
210,pʰógʷos, pʰógʷos ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
211,bʰógʷos, bʰógʷos ,['bʰegʷ-'],"to run, to flee"," to run, to flee ",ine-pro,1,1,0,0,0,0,0,0,0,0,0
212,bʰewg-, bʰewg- ,['none'],to flee, to flee ,ine-pro,4,1,0,1,0,0,1,0,0,0,1
213,ἔφυγον, ἔφυγον ,['bʰewg-'],to flee, to flee ,grc,1,1,0,0,0,0,0,0,0,0,0
214,pʰéugō, pʰéugō ,['bʰewg-'],to flee, to flee ,grk-pro,1,1,0,0,0,0,0,0,0,0,0
215,fūgī, fūgī ,['bʰewg-'],to flee, to flee ,la,1,0,0,0,0,0,1,0,0,0,0
216,"bʰéwgt, bʰugént", bʰéwgt | bʰugént ,['bʰewg-'],to flee, to flee ,ine-pro,4,1,0,0,0,0,1,0,1,0,1
217,paribhuñjati, paribhuñjati ,['bʰewg-'],to clean, to clean ,pi,1,0,0,0,0,0,0,0,0,0,1
218,𐬠𐬎𐬧𐬘𐬀𐬌𐬧𐬙𐬌, 𐬠𐬎𐬧𐬘𐬀𐬌𐬧𐬙𐬌 ,['bʰewg-'],to flee, to flee ,ae-yng,1,0,0,0,0,0,0,0,0,0,1
219,"bʰunégti, bʰungénti", bʰunégti | bʰungénti ,['bʰewg-'],to flee, to flee ,ine-pro,4,0,0,0,0,0,1,1,1,0,1
220,fugiō, fugiō ,['bʰewg-'],to flee, to flee ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
221,bʰugyéti, bʰugyéti ,['bʰewg-'],to flee, to flee ,ine-pro,1,0,0,0,0,0,1,0,0,0,0
222,bʰugéh₂, bʰugéh₂ ,['bʰewg-'],"flight, escape"," flight, escape ",ine-pro,2,1,0,0,0,0,1,0,0,0,0
223,pʰugā́, pʰugā́ ,['bʰugéh₂'],"flight, escape"," flight, escape ",grk-pro,1,1,0,0,0,0,0,0,0,0,0
224,fuga, fuga ,['bʰugéh₂'],"flight, escape"," flight, escape ",la,1,0,0,0,0,0,1,0,0,0,0
225,fugā, fugā ,['bʰugéh₂'],"flight, escape"," flight, escape ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
226,βογδο, βογδο ,['bʰewg-'],to save, to save ,xbc,1,0,0,0,0,0,0,0,0,0,1
227,بخت, بخت ,['bʰewg-'],saved, saved ,fa-cls,1,0,0,0,0,0,0,0,0,0,1
228,"buxtah, buxtakah", buxtah | buxtakah ,['bʰewg-'],to flee, to flee ,ira-pro,1,0,0,0,0,0,0,0,0,0,1
229,bʰuǰtás, bʰuǰtás ,['bʰewg-'],to flee, to flee ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
230,bʰugtós, bʰugtós ,['bʰewg-'],to flee, to flee ,ine-pro,1,0,0,0,0,0,0,0,0,0,1
231,bū́gti, bū́gti ,"['bʰewg-', 'bʰewgʰ-']","to fear, to be frightened"," to fear, to be frightened ",lt,1,0,0,1,0,0,0,0,0,0,0
232,𐬠𐬀𐬊𐬑𐬙𐬀𐬭, 𐬠𐬀𐬊𐬑𐬙𐬀𐬭 ,['bʰewg-'],"liberator, savior"," liberator, savior ",ae-yng,1,0,0,0,0,0,0,0,0,0,1
233,𐬠𐬏𐬘, 𐬠𐬏𐬘 ,['bʰewg-'],"to save, to redeem"," to save, to redeem ",ae-yng,1,0,0,0,0,0,0,0,0,0,1
234,"بوج, بوج-", بوج | بوج- ,['bʰewg-'],to open, to open ,bal,1,0,0,0,0,0,0,0,0,0,1
235,بختن, بختن ,['bʰewg-'],"to save, to rescue, to redeem"," to save, to rescue, to redeem ",fa-cls,1,0,0,0,0,0,0,0,0,0,1
236,bauǰ-, bauǰ- ,['bʰewg-'],to flee, to flee ,ira-pro,1,0,0,0,0,0,0,0,0,0,1
237,bʰewg-, bʰewg- ,['none'],"to enjoy, to benefit"," to enjoy, to benefit ",ine-pro,4,0,0,0,0,0,1,1,1,0,1
238,բուծի, բուծի ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",xcl,1,0,0,0,0,0,0,0,1,0,0
239,भोजम्, भोजम् ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",sa-ved,1,0,0,0,0,0,0,0,0,0,1
240,բուծել, բուծել ,['bʰewg-'],"to breed, to cultivate"," to breed, to cultivate ",hy,1,0,0,0,0,0,0,0,1,0,0
241,բուծանեմ, բուծանեմ ,['bʰewg-'],to nourish, to nourish ,xcl,1,0,0,0,0,0,0,0,1,0,0
242,bungeti, bungeti ,"['bʰewg-', 'bʰewgʰ-']","to reap, to break"," to reap, to break ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
243,"भुनक्ति, भुन्क्ते", भुनक्ति | भुन्क्ते ,['bʰewg-'],"to be of use, to enjoy"," to be of use, to enjoy ",sa,1,0,0,0,0,0,0,0,0,0,1
244,bʰunákti, bʰunákti ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
245,bʰunákti, bʰunákti ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
246,fungor, fungor ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",la,1,0,0,0,0,0,1,0,0,0,0
247,fungōr, fungōr ,['bʰewg-'],"to perform, to function"," to perform, to function ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
248,बुभुजे, बुभुजे ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",sa,1,0,0,0,0,0,0,0,0,0,1
249,bubʰuȷ́áy, bubʰuȷ́áy ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
250,bʰubʰuǰáy, bʰubʰuǰáy ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
251,"bʰebʰówge, bʰebʰugḗr", bʰebʰówge | bʰebʰugḗr ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
252,բուտ, բուտ ,['bʰewg-'],nourishment, nourishment ,xcl,1,0,0,0,0,0,0,0,1,0,0
253,भुक्ति, भुक्ति ,['bʰewg-'],enjoyment, enjoyment ,sa,1,0,0,0,0,0,0,0,0,0,1
254,bʰuktiṣ, bʰuktiṣ ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
255,bʰuktiš, bʰuktiš ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
256,"bʰéwgtis, bʰugtéys", bʰéwgtis | bʰugtéys ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",ine-pro,2,0,0,0,0,0,0,0,1,0,1
257,"भुज्, भुक्", भुज् | भुक् ,['bʰewg-'],enjoyment, enjoyment ,sa,1,0,0,0,0,0,0,0,0,0,1
258,bʰúkṣ, bʰúkṣ ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
259,𐬠𐬏𐬘, 𐬠𐬏𐬘 ,['bʰewg-'],atonement, atonement ,ae,1,0,0,0,0,0,0,0,0,0,1
260,búkš, búkš ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
261,bʰúkš, bʰúkš ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
262,"bʰéwgs, bʰugés", bʰéwgs | bʰugés ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
263,𐬠𐬀𐬊𐬑𐬱𐬥𐬀, 𐬠𐬀𐬊𐬑𐬱𐬥𐬀 ,['bʰewg-'],refreshment, refreshment ,ae,1,0,0,0,0,0,0,0,0,0,1
264,báwxšnas, báwxšnas ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
265,bʰáwkšnas, bʰáwkšnas ,['bʰewg-'],"to enjoy, to benefit"," to enjoy, to benefit ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
266,𑀩𑀽𑀚𑁆𑀲𑀦, 𑀩𑀽𑀚𑁆𑀲𑀦 ,['bʰewg-'],feasting, feasting ,kho,1,0,0,0,0,0,0,0,0,0,1
267,bʰewgʰ-, bʰewgʰ- ,['none'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,6,0,0,1,1,1,0,1,1,0,1
268,beuganą, beuganą ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
269,bʰéwgʰeti, bʰéwgʰeti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
270,baugijaną, baugijaną ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
271,bʰowgʰéyeti, bʰowgʰéyeti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
272,butë, butë ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",sq,1,0,0,0,0,1,0,0,0,0,0
273,bukta, bukta ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",sqj-pro,1,0,0,0,0,1,0,0,0,0,0
274,bʰugʰto-, bʰugʰto- ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,0,0,1,0,0,0,0,0
275,բուկ, բուկ ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",hy,1,0,0,0,0,0,0,0,1,0,0
276,भुजति, भुजति ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",sa,1,0,0,0,0,0,0,0,0,0,1
277,bʰuȷ́áti, bʰuȷ́áti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
278,𐬜𐬡𐬀𐬊𐬖𐬀, 𐬜𐬡𐬀𐬊𐬖𐬀 ,['bʰewgʰ-'],bend, bend ,ae-yng,1,0,0,0,0,0,0,0,0,0,1
279,buȷ́áti, buȷ́áti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
280,bʰuǰáti, bʰuǰáti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
281,bʰugʰ-, bʰugʰ- ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,2,0,0,0,0,0,0,0,1,0,1
282,bъgati, bъgati ,['bʰewgʰ-'],to bend, to bend ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
283,bʰugʰeh₂yéti, bʰugʰeh₂yéti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
284,bugô, bugô ,['bʰewgʰ-'],bow, bow ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
285,bukkōną, bukkōną ,['bʰewgʰ-'],to bend, to bend ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
286,bʰugʰnéh₂ti, bʰugʰnéh₂ti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
287,"bʰunégʰ-, bʰun̥gʰeti", bʰunégʰ- | bʰun̥gʰeti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,0,0,0,0,1,0,0,0
288,buhtiz, buhtiz ,['bʰewgʰ-'],"bend, arch, curve"," bend, arch, curve ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
289,"bʰéwgʰtis, bʰugʰtéys", bʰéwgʰtis | bʰugʰtéys ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
290,baugaz, baugaz ,['bʰewgʰ-'],bend, bend ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
291,भोग, भोग ,['bʰewgʰ-'],"winding, curve"," winding, curve ",sa,1,0,0,0,0,0,0,0,0,0,1
292,بوگ, بوگ ,['bʰewgʰ-'],"joint, knot"," joint, knot ",bal,1,0,0,0,0,0,0,0,0,0,1
293,bawgah, bawgah ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ira-pro,1,0,0,0,0,0,0,0,0,0,1
294,bʰawgas, bʰawgas ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
295,bugъ, bugъ ,['bʰewgʰ-'],armillary, armillary ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
296,boga, boga ,['bʰewgʰ-'],marshy place at a river, marshy place at a river ,lv,1,0,0,1,0,0,0,0,0,0,0
297,buga, buga ,['bʰewgʰ-'],"marsh, oxbow lake"," marsh, oxbow lake ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
298,baugāˀ, baugāˀ ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
299,bʰowgʰos, bʰowgʰos ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,3,0,0,1,1,0,0,0,0,0,1
300,"baugurs, baũgurs", baugurs | baũgurs ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",lv,1,0,0,1,0,0,0,0,0,0,0
301,bugrъ, bugrъ ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
302,bʰówgʰros, bʰówgʰros ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
303,baugùs, baugùs ,['bʰewgʰ-'],"fearful, easily frightened"," fearful, easily frightened ",lt,1,0,0,1,0,0,0,0,0,0,0
304,bugavъ, bugavъ ,['bʰewgʰ-'],mentally challenged, mentally challenged ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
305,bʰowgʰús, bʰowgʰús ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
306,भुग्न, भुग्न ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",sa,1,0,0,0,0,0,0,0,0,0,1
307,bʰugnás, bʰugnás ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
308,bʰugnás, bʰugnás ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
309,bʰugʰnós, bʰugʰnós ,['bʰewgʰ-'],bent, bent ,ine-pro,1,0,0,0,0,0,0,0,0,0,1
310,gubt, gubt ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",lv,1,0,0,1,0,0,0,0,0,0,0
311,gùbti, gùbti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",lt,1,0,0,1,0,0,0,0,0,0,0
312,"gʰunébʰ-, gʰumbʰ-", gʰunébʰ- | gʰumbʰ- ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
313,"gъbnǫti, gъ(b)nǫti", gъbnǫti | gъ(b)nǫti | gъbnǫti | gъbnǫti | gъbnǫti | gъnǫti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
314,"gʰubʰnéw-, gʰubʰnu-", gʰubʰnéw- | gʰubʰnu- ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
315,gubìti, gubìti ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",sla-pro,1,0,0,1,0,0,0,0,0,0,0
316,gʰowbʰeye-, gʰowbʰeye- ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
317,gʰewbʰ-, gʰewbʰ- ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",ine-pro,1,0,0,1,0,0,0,0,0,0,0
318,भुज, भुज ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",sa,1,0,0,0,0,0,0,0,0,0,1
319,bʰúȷ́as, bʰúȷ́as ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",inc-pro,1,0,0,0,0,0,0,0,0,0,1
320,bʰúǰas, bʰúǰas ,['bʰewgʰ-'],"curve, arch, to bend"," curve, arch, to bend ",iir-pro,1,0,0,0,0,0,0,0,0,0,1
321,bʰey-, bʰey- ,['none'],bee, bee ,ine-pro,5,0,0,1,1,0,1,1,0,0,1
322,bijǭ, bijǭ ,['bʰey-'],bee, bee ,gem-pro,1,0,0,0,1,0,0,0,0,0,0
323,báynah, báynah ,['bʰey-'],bee, bee ,ira-pro,1,0,0,0,0,0,0,0,0,0,1
324,bʰáynas, bʰáynas ,['bʰey-'],bee, bee ,iir-pro,1,0,0,0,0,0,0,0,0,0,1
325,"bʰéyō, bʰinés", bʰéyō | bʰinés ,['bʰey-'],bee, bee ,ine-pro,2,0,0,0,1,0,0,0,0,0,1
326,bьčela, bьčela ,['bʰey-'],bee, bee ,sla-pro,1,0,0,1,0,0,0,0,0,0,0
327,bikelā́ˀ, bikelā́ˀ ,['bʰey-'],bee, bee ,ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
328,bʰikeléh₂, bʰikeléh₂ ,['bʰey-'],bee, bee ,ine-pro,1,0,0,1,0,0,0,0,0,0,0
329,"begegyr, bygegyr", begegyr | bygegyr ,['bʰey-'],bee, bee ,cy,1,0,0,0,0,0,0,1,0,0,0
330,byg, byg ,['bʰey-'],bee, bee ,cy,1,0,0,0,0,0,0,1,0,0,0
331,bɨg, bɨg ,['bʰey-'],bee, bee ,cel-bry-pro,1,0,0,0,0,0,0,1,0,0,0
332,bech, bech ,['bʰey-'],bee, bee ,sga,1,0,0,0,0,0,0,1,0,0,0
333,bikos, bikos ,['bʰey-'],bee, bee ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
334,bʰikos, bʰikos ,['bʰey-'],bee, bee ,ine-pro,1,0,0,0,0,0,0,1,0,0,0
335,fūcus, fūcus ,['bʰey-'],bee, bee ,la,1,0,0,0,0,0,1,0,0,0,0
336,foikos, foikos ,['bʰey-'],bee, bee ,itc-pro,1,0,0,0,0,0,1,0,0,0,0
337,bʰoykos, bʰoykos ,['bʰey-'],bee, bee ,ine-pro,1,0,0,0,0,0,1,0,0,0,0
338,bitīˀ, bitīˀ ,['bʰey-'],bee, bee ,ine-bsl-pro,1,0,0,1,0,0,0,0,0,0,0
339,bʰitih₂, bʰitih₂ ,['bʰey-'],bee, bee ,ine-pro,1,0,0,1,0,0,0,0,0,0,0
340,bʰil-, bʰil- ,['none'],"harmonious, friendly"," harmonious, friendly ",ine-pro,3,1,0,0,1,0,0,1,0,0,0
341,φίλος, φίλος ,['bʰil-'],"harmonious, friendly"," harmonious, friendly ",grc,1,1,0,0,0,0,0,0,0,0,0
342,bil, bil ,['bʰil-'],"good, mild"," good, mild ",sga,1,0,0,0,0,0,0,1,0,0,0
343,bʰílos, bʰílos ,['bʰil-'],"harmonious, friendly"," harmonious, friendly ",ine-pro,2,1,0,0,0,0,0,1,0,0,0
344,biliz, biliz ,['bʰil-'],"harmonious, friendly"," harmonious, friendly ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
345,bʰílis, bʰílis ,['bʰil-'],"harmonious, friendly"," harmonious, friendly ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
346,bʰleh₃-, bʰleh₃- ,['none'],"bloom, flower"," bloom, flower ",ine-pro,7,1,0,0,1,0,1,1,1,1,1
347,blōaną, blōaną ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
348,bʰléh₃eti, bʰléh₃eti ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
349,blōmô, blōmô ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
350,"bʰléh₃mō, bʰl̥h₃m̥nés", bʰléh₃mō | bʰl̥h₃m̥nés ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
351,flōs, flōs ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",itc-pro,1,0,0,0,0,0,1,0,0,0,0
352,bʰleh₃s-, bʰleh₃s- ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",ine-pro,1,0,0,0,0,0,1,0,0,0,0
353,"blōdiz, blēdiz", blōdiz | blēdiz ,['bʰleh₃-'],"blossom, sprout"," blossom, sprout ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
354,bʰléh₃tis, bʰléh₃tis ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",ine-pro,1,0,0,0,1,0,0,0,0,0,0
355,blātus, blātus ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",cel-pro,1,0,0,0,0,0,0,1,0,0,0
356,bʰléh₃tus, bʰléh₃tus ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",ine-pro,1,0,0,0,0,0,0,1,0,0,0
357,bladą, bladą ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
358,pält, pält ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",xto,1,0,0,0,0,0,0,0,0,1,0
359,pilta, pilta ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",txb,1,0,0,0,0,0,0,0,0,1,0
360,bʰl̥h₃oto-, bʰl̥h₃oto- ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",ine-pro,2,0,0,0,1,0,0,0,0,1,0
361,φῠ́λλον, φῠ́λλον ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",grc,1,1,0,0,0,0,0,0,0,0,0
362,folium, folium ,"['bʰleh₃-', 'dʰelh₁-']","bloom, flower"," bloom, flower ",la,1,0,0,0,0,0,1,0,0,0,0
363,bʰolh₃yom, bʰolh₃yom ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",ine-pro,2,1,0,0,0,0,1,0,0,0,0
364,फुल्ल, फुल्ल ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",sa,1,0,0,0,0,0,0,0,0,0,1
365,bʰl̥h₃rós, bʰl̥h₃rós ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",ine-pro,1,0,0,0,0,0,0,0,0,0,1
366,"բող, բողիկ", բող | բողիկ ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",xcl,1,0,0,0,0,0,0,0,1,0,0
367,բողբոջ, բողբոջ ,['bʰleh₃-'],"bloom, flower"," bloom, flower ",xcl,1,0,0,0,0,0,0,0,1,0,0
368,belyom, belyom ,['bʰleh₃-'],tree, tree ,cel-pro,1,0,0,0,0,0,0,1,0,0,0
369,bʰlendʰ-, bʰlendʰ- ,['none'],"to make cloudy, to make opaque, to blend, to mix up, blond, red-haired, ruddy"," to make cloudy, to make opaque, to blend, to mix up, blond, red-haired, ruddy ",ine-pro,4,0,0,1,1,0,1,0,0,0,1
370,blandaną, blandaną ,['bʰlendʰ-'],"to make cloudy, to make opaque, to blend, to mix up, blond, red-haired, ruddy"," to make cloudy, to make opaque, to blend, to mix up, blond, red-haired, ruddy ",gem-pro,1,0,0,0,1,0,0,0,0,0,0
